Video ID,Title,Comment
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,I don't lich liers.
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,"My neighbour's daughter just passed ... 40s, a pharmacist with kids.  Stay at home, wear a face mask in shops, save lives. It could have saved hers :("
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,"Stay at home Scotland. Your leader has spoken 😂🤣😂🤣.
Not that you could go out in the sun anyway. It has to be sunny for that.
And exercise!! 🤣😂🤣your all pasty alcoholics. Get the bucky out."
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,"I’m from Portsmouth, Hampshire. I’ve listened to what Boris had to say & thought to myself... “Your talking in bloody riddles, what’s Nichola got to say?”  She makes more sense. Stay home."
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,"Boris Johnson utterly failed to make clear without any doubt that what he was announcing was pertaining to England and England only. Already, the Japanese media have misunderstood and are reporting all UK whereas as we know, the Scottish and Welsh Governments have announced no major change to the lockdown conditions at this point. The British media need to explain clearly to all that what was until today the same throughout the UK is now very different depending on the country. It is unfair to people in England who are keen to adhere to lockdown conditions and cooperate but may not realise that Wales is still under lockdown and travel to Wales only to be stopped and questioned by the Police about whether their journey is essential or not."
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,Well said Nicola... 🏴󠁧󠁢󠁳󠁣󠁴󠁿👌🏼
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,"Take messages from the people, not the shill and horrible media"
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,"My mother in law was in hospital for a week, no one was in, she was in the emergency ward. Wife went in to give her things and the rest of the hospital was quiet and no ppe in place, because she is pushing a false state of emergency, her time is done in Scotland"
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,"If it wisnae clear..
BYDE AT HAME"
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,🇬🇧🔚🏴󠁧󠁢󠁳󠁣󠁴󠁿
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,Protect our people nicola 🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿👏👏 alba gu brath
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,"People shouldn't be coming into UK until this is done unless they are essential. And people coming across the Scottish and English borders for non-essential reasons should not be. Countries that are coming out of this had closed borders. It may seem harsh or extreme in any other circumstances, but something like this. It will protect people in and out with the borders."
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,IV noticed Nicola sturgeon doesn't give the reporters a chance to come back on her answers
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,So furlong is winding down are the Scottish government going to take it over for the Scottish people who cannot go back to work just yet ??
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,Proud to have her as our first minister!
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,well thats the Finnish of that party england go to work scots can not lol
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,"More than once a day for exercise, meaning as often as you want?  We will indicate our changes in the coming days and weeks- yes you will cause you know that Boris has upstaged you here."
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,she keeps leading folk in to believing there is some kind of conflict from Westminster...but where? what conflict?.
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,Top lass!
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,A great leader.
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,"British government pays my wage, yet I still need to listen to this mug. 😡"
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,I wish this lady was in charge of england!
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,She speaks with so much intelligence and maturity and smooth talking
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,I wish she was in charge of the UK.
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,Why is there a full 5 minutes missing from the middle of this please?
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,Scottish death rate is 0.03%. No justification to continue this illegal lockdown!
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,The peak is flat... open the country as per the Swedish model.. Enough is enough!
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,Who's cutting your hair someone is
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,Despise this scrotum sack
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,It's nice to see a lot of you taking this pandemic seriously.  England should be ashamed of itself for the disgusting behaviour over the last few days.
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,"Oh Whoopee. Your beloved Leader threw you a crumb, you lucky little Jockstraps."
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,"She says ""I do not know what 'Stay Alert' means"" 
Yes, we noticed. ha ha ha"
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,"Men commenting about how a woman looks, have a little respect, its 2020. It's the message that's important!"
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,U have no right to tell me I'm under house arrest ..advise from who the guy caught with his pants down he said 500k people will die lol .. show me the evidence???
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,If Boris says black she will say white  absolutely pathetic
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,I do not know if anyone who has had this let alone died of it plandemic will come out and heads will roll
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,Not long now the real numbers are coming out the hunters become the hunted wwg1wga from England ❤️🇬🇧🙏
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,👍
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,Fancy trying to make political gain in these times. Shameful.
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,"Sturgeon, is an evil, rotten, cow! GET RID of her!"
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,Nicola Sturgeon needs a surgeon with that face LMAO
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,Holiday makers up Glen Nevis
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,she is desperately hoping englands death toll rises so she can be proved right
7ZuHf_Hopw4,Coronavirus: Scottish first minister Nicola Sturgeon gives briefing - watch live,"I have not overly been keen on her, and she always reminds me of a hamster with that hair, BUT, BUT...... She is right!!"
_m0uqKmmeMI,NIKE TO CLOSE ALL STORES STARTING MONDAY! ARE YOU PREPARED?,"I'm so glad eBay/Amazon kicked in and started going against the sellers selling N95s, Sanitizer, etc. They are part of the reason our Hospitals/First Responders are low on PPE."
_m0uqKmmeMI,NIKE TO CLOSE ALL STORES STARTING MONDAY! ARE YOU PREPARED?,My local Burlington closed for 2 weeks here in PA.  Virus concerns.
_m0uqKmmeMI,NIKE TO CLOSE ALL STORES STARTING MONDAY! ARE YOU PREPARED?,"Ads, ads, ads."
_m0uqKmmeMI,NIKE TO CLOSE ALL STORES STARTING MONDAY! ARE YOU PREPARED?,Don't be scared the coco virus is a. Big hoax
_m0uqKmmeMI,NIKE TO CLOSE ALL STORES STARTING MONDAY! ARE YOU PREPARED?,8th
_m0uqKmmeMI,NIKE TO CLOSE ALL STORES STARTING MONDAY! ARE YOU PREPARED?,Gotta finish that basement Bee!
_m0uqKmmeMI,NIKE TO CLOSE ALL STORES STARTING MONDAY! ARE YOU PREPARED?,Damn know it 2 flip it with that shit af mic 😂 I know you don’t want to say right off the bat dude you got a better mic but damn sometimes being blunt and straight up is helpful.
_m0uqKmmeMI,NIKE TO CLOSE ALL STORES STARTING MONDAY! ARE YOU PREPARED?,I feel like the Purge or the Hunger Games is about to jump off
_m0uqKmmeMI,NIKE TO CLOSE ALL STORES STARTING MONDAY! ARE YOU PREPARED?,Wonder how many people contracted COVID-29 while waiting in line at a Ross or Marshalls?
_m0uqKmmeMI,NIKE TO CLOSE ALL STORES STARTING MONDAY! ARE YOU PREPARED?,💪✊
_m0uqKmmeMI,NIKE TO CLOSE ALL STORES STARTING MONDAY! ARE YOU PREPARED?,Time to start investing in sports cards
wwAGRy1lC2w,Nike Arrive At LFC | FB4 Podcast | LFC News &amp; Chat,Just started subscribing watched a few shows quaility chat lads 😉 you talked about the GK shirt for NB well I'm on the club shop now and can't even pre order the new nike GK shirt for 24th Aug and its only week one have to agree with the old bearded guy with hair lol dont know your names yet but nike could have done much better with the designs their was loads of quality concept kits out there for examples hope the away and 3rd kit is better !
wwAGRy1lC2w,Nike Arrive At LFC | FB4 Podcast | LFC News &amp; Chat,Jesus the ads
wwAGRy1lC2w,Nike Arrive At LFC | FB4 Podcast | LFC News &amp; Chat,I love the liverpool kits and enjoyed this show keep up the good work
wwAGRy1lC2w,Nike Arrive At LFC | FB4 Podcast | LFC News &amp; Chat,"Ye missed the point lads. Like that stupid comment Gav always makes when talking about transfers "" I dont care it's not my money"". It is your money they get the money from fans. The club only make more money if they sell more jerseys to fans. If you price fans out of the market  you lose fans. Gav you watch football as you have let slip before on a dodgy sky box. You know as well as I do more and more people are doing that, why because Sky and BT are charging more and more, which means they lose viewers to dodgy boxes which mean they can't pay as much money for the football rights, and a domino effect has already started.
Tv money will start to fall within 5 to 10 years, domestically anyway, might be mitigated for a few years from international market, which means less and less money for TV rights. this is another sign of it more and more clubs turning over more and more money every year but still not making money, This is fine while the value of clubs continues to rocket, but once this bubble bursts, big clubs overpaying on wages and players are going to go under as owners and investors run for the lifeboats.
90POUNDS for Jersey is just another sign of this along with ticket prices. If you charge to much you sell less, a percentage of a shrinking market becomes less important. Football is devouring itself and it will continue to do so until agents are barred from working on multiple sides of a deal and some sort of Salery cap is introduced.
If you introduce a salary cap. and the clubs start making money what they do to expand the business reduce prices of Jerseys tickets tv rights etc so more people will watch and buy and return the game to all people not just middle class and above who can afford 100 pound Jerseys, tickets and tv costs (per month). Need to look at the big picture. Hope SOS Call them out or start producing there own Jersey at a reasonable price."
wwAGRy1lC2w,Nike Arrive At LFC | FB4 Podcast | LFC News &amp; Chat,I'm in Pakistan and now I have a chance to buy Liverpool's shirt from Nike stores here.
wwAGRy1lC2w,Nike Arrive At LFC | FB4 Podcast | LFC News &amp; Chat,Great stuff guys!!! About Fsg: They have operated intelligently and are really good owners. But they can move into the bracket of great owners if they sometimes spoil the fans.
wwAGRy1lC2w,Nike Arrive At LFC | FB4 Podcast | LFC News &amp; Chat,Ben White causing FIYAH
wwAGRy1lC2w,Nike Arrive At LFC | FB4 Podcast | LFC News &amp; Chat,I'm South African and I always struggled to get the New Balance replica shirt in major sports stores and New Balance has only two shops in Johannesburg. Had to ask my dad to get me a replica for me in London.
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Indiaka lone chhad hona chahihe modiji. Look down ka bajase kisanka asubidha horahahai
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Nai ki dukaan kholi jaaye
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,"Then,  what is the source of income?
How do common people  meet  their lively hood?  Even well to do class also suffer their financial needs."
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Modi jiPubg game starts
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,India is a multi cultural countryThis prime minister needs to unite the people of India not just the IndiansHe needs to stop harassing The Muslims of India we should all learn to live together as a nation..Very disappointed in this prime minister..
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Khud apne ghar me ban raho
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,For few days let us go home sir my mom is in critical condition she is not affected with virus but in critical ill
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Please open the transport facilities
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,We will need lockdown till 2025
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,"Modi be careful, in Middle East all the Arabs has woken up 
They can just simply demolish all the temples built there, stop supplying oil and place economic embargo.
Treat Muslims in India with dignity or BJP and RSS lose their. 
Be careful Subramania away,, your penis will be severed"
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,N
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Pata nai Haraam zadee Modii tuje kb ho gaaaaaaaaaaaaa😠😠😠😠😠🤔
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Good night
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,कोरीना को हराना है घर में रहना है 👏👏👈
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,🙏🙏🙏🙏🙏
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,"Why not put some more immature and annoying graphics?? What's with the ""BREAKING"" randomly pooping up?? Grow up. Media used to be something respectible."
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,All  hour Indian  people  respect  u sir pls follow the rules  pls don't  go any one outside  pls all hour  mother sister  and brother this  virus  going on day by day
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,कुछ भी हो कुछ भी लेकिन हिंदुस्तान के कोहिनुर मोदी जी और उनके रत्न अमित भाई को कुछ नही होणा चाहिये आप हम बंजारा समाज और पुरे देश के दिल कि धडकन हो प्लीज अपना ख्याल rahikye आप दोनो को kadi से kadi security और आपके साथ के पुरी टीम इंका पुरा cleaning होणा चाहिये
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,"KINDERGARTEN games, babies, play on!"
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,railway kaise social distance follow karega 15 april ke baad  apne bogies  me . kya ek cuppe me ek pessenger ko bithayenge. koi ye poochega railways se .  .
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,"Agar yahi same sambodhan Rahul gandhi krta toh puri bhartiya janta usse jaahil, anpadh , pagal , nasamjh , or sabse famous PAPPU kehti 
lekin mitro yaha toh modi ji ne kaha hai isliye woh agar bole gai k todha sa gobar kha lo toh sab corona khatam , toh  aagli subah sab ek ek kilo gobar khaane lge gay"
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,"Plz don't make this discussion live to the nation in  this situation, just obey the rule of nation.... Otherwise public will feel bad..."
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Bhai log sone ka kajana sirf main dekh sakta hu .. Maine dekh bhi liya hai.. kyuke Noor sirf mere pass hai main hi dekh sakta hu. Agr kisi Indian me taqat hai muj jaisa to sone ka kajana ka pata bata sake.. noor Noor sirf mere pass hai.... main kisi ka majhab changed karne ko nahi bol raha hu
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Yarrr modi kya hei ye Corona vairas nikal lo
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,I need this in English! Modi is a Godlike and I want to know what he’s saying...
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Visit my channel and subscribe for more information given by indian government to save yourself from covid19
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Sir will there be war b/w America and China.
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Sab hindu sikh esaai har mazhab k logo se meri request h plz ghr se baher math niklo lock down khule tak rab se ibadat kro plz guys rouls ko follow kro
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Plz guys modi ji ke rouls ko follow kro hamri jaan ka sawal h hamari wajeh se q kisi ki jaan ko qatre me dalna Plz ghr me raho allah ki ibadaat kro allah bahoot bada rahem krne wala h ameen
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Plz ye msg modi tak puncho today India chanal walo
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Abi b nahi sajey Allah ki lathi beyawaz ho ti ha modi g
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,AP ko samj na chahey k Kashmir ko azad Karo pher dunny karona se azad ho hi inshallah
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Kashmir par karfuo laga Ney walo ab kuad par karfuo laga Ney par majbur ha
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Delhi me kitna admi bache log bhukhe mar rahe hi or unko khana Dene ke bjay jake up me chod diya ja raha hi are kahi v khali field ke ya nadi ke kinare tent laga ke chod dete din m do bar khana de dete unlog bachta to
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Ham khayenge kyea
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Mera hai
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Jab dusre desh main mahamari korona se fel rahi thi tab Modiji kis Desh main ghum rahe the tab Modi harami tuje air lines ko lock down karne ki jarurat thi to Aaj tuje pure desh ko affat se lad ne ke Liye pure desh ko tala Marne ki jarurat nahi pad ti
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Meri baat ko please koi Modi ji sir aur Kejriwal  sir tak pohucha dijiye.. Main delhi me rehti hu aur mere pass paise nahi hai rent dene ke liye aur khane ke liye aur na ghar jaa sakti hu Assam me aapne aur jobless hu aur meri surgery bhi hui hai march me....koi nahi hai mere sath aur na help karne wale main aakeli hu jiske karan mujhe problem face karni padh rahi hai . Please modi ji aur Kejriwal sir tak meri baat pohuncha dijiye please🙏🙏🙏
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,waise lockdown krne se corona virus kam huya ya nhi  wo toh pata nhi lakin pollution toh aaysa kam huya hai...Raat mai akash ke sare taare najar aa rhe hai 😆😆😆😆👌👌👌👌👌
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Train chalao bhaai
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Govt should resume its train operation to shift masses
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Kisi Ko bhi lockdown ke wjh se khane ki problem aarhi h to 7976386102 whtsp kare help provide karwayenge
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,It seems MODI is re incarnation of BHISHMA pitamaha This is obvious from his celebacy valour and unequivocal (  निर्विकल्प समाधि ) behaviour It won't be an exaggeration if we call him a JEEVANMUKTA( living immortal)
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Jay Shri ram
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,"I will always 
support you sir thanks for takes this decesion very good job we are all proud of in Ur prime minister ofvmy India"
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,I proud of my pm solute you sir🙏🙏🙏🙏
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Chup chap lockdown ko palan karo mullo
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,"Suffer Indians for electing Two Tughlaqs, Modi and Jagan Reddy. Hasty decisions everywhere"
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Allah ka azabho tum py modi.azab azab azab ho teri shakal py.
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,"Good afternoon, Jay Hind 🙏🙏🙏
Nice talk,pls  special in Delhi public"
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Flop Show
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Pm Modi ji jaldi se jaldi corona virus khatam hona chaye is duniya me greb log buukhe ha hor be rojgar hoge hai jald se jald ghari chalni chaye jitna bhi  ho sake utne time me corona virus khatam hona chaye
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,uhi milljayenge 15 laak apne khathe me
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Ab log sabko ghar par raho ghar par raho bolte jaa rhe hai. Sarkar bhi logo se keh rhi hai lekin mera yeh sawaal hai foreign se laute logo ko kuch din tak isolation me kyu nhi rakha gaya? Unko q jo yehi bharat me reh rahe the unke sath ghul milne diya? Ab aisa mahaul ho gaya hai jinhe halki si sardi khasi hui ho wo bhi ghabra rha hai ki usko bhi yeh rog na hua ho. Logo k mann me itna darr baith chuka hai ki log bechain ho rhe hai. Jinhe ye rog na bhi ho wo bhi darr rahe hai. Ye sab q hua?
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Poora country lockdown karne ki zarurat nhi padti agar sirf jo bahar se laute bharatiyon ko kuch dino k liye alagh rakhna ka intezaam kiya hota. Jo log bahar se aaye unhiko kuch ek mahine kisi isolation me rakh diya hota toh. Unko bas thodi si checking karke khule me chod diya jo log swasth the unke beech ab police logo ko peeth rhi hai lekin pet me khana nhi toh gareeb mazdoor kare kya. Unka koi nhi sochta. Bas sab lag gye modiji ki tareef karne.
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,21 days lockdown kar diya. Lekin 21 days tak kaise sab manage kare ye nhi bataya. Khane peene ka itezaam ka kya. People who are daily wage earner cannot stock up essentials for even 5 days wht about them.
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Corona exposed our economy & poverty
in6ixbi6LO8,PM Modi Coronavirus Address; Announces Nationwide Lockdown For Three Weeks,Wah re Modi- if you don't destroy the virus you will definitely destroy the country
